338,동양소재산업(주),대전광역시 대덕구,제조업              ,그 외 기타 분류 안된 비금속 광물제품 제조업,중질 탄산칼슘 수산화 알루미늄 外 
339,(주)디와이내츄럴,대전광역시 유성구,제조업              ,건강기능식품 제조업,건강기능식품  
340,(주)디파이,대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,헬스케어기기  
341,(주)동양테크,대전광역시 유성구,제조업              ,절삭가공 및 유사처리업,부품가공  
342,(주)동양기술,대전광역시 유성구,제조업              ,산업용 송풍기 및 배기장치 제조업,전열환기장치 BLDC모터 
343,이투사이언스,대전광역시 유성구,제조업              ,"전자기 측정, 시험 및 분석기구 제조업",수질 분석 시스템  
344,(주)이쓰리 (E-3),대전광역시 유성구,제조업              ,"전기회로 개폐, 보호장치 제조업",Cable Assembly  Wire Harness SMD
345,(주)이지엔도서지컬,대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,수술 로봇  
346,(주)엠바디텍,대전광역시 유성구,제조업              ,반도체 제조용 기계 제조업,"진공증착장비, 파릴렌 코팅장비  "
347,(주)엔노피아,대전광역시 유성구,연구개발서비스      ,전기ㆍ전자공학 연구개발업,전기집진기  
348,(주)이디젤,대전광역시 대덕구,제조업              ,자동차용 신품 조향장치 및 현가 장치 제조업,디젤연료분사장치  
349,에코필드(유한),대전광역시 유성구,제조업              ,그 외 기타 달리 분류되지 않은 운송장비 제조업,특장차  
350,(주)에코베네,대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,"음식물처리기, 폐사가축처리기  "
351,(주)에코바이오의학연구소,대전광역시 유성구,제조업              ,화장품 제조업,화장품제조 및 판매  
352,(주)에코인에너지,대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,폐플라스틱 열분해 연료유 생산 장치  
353,(주)에코플러스,대전광역시 유성구,제조업              ,자동차용 신품 조향장치 및 현가 장치 제조업,LNG자동차시스템  
354,에코물산(주),대전광역시 대덕구,제조업              ,일반용 도료 및 관련제품 제조업,바닥재  
355,(주)아라온,대전광역시 대덕구,제조업              ,그 외 기타 전자부품 제조업,매연·미세먼지 저감 장치  
356,(주)에드코스,대전광역시 동구,제조업              ,기타 가정용 전기기기 제조업,전동칫솔 펌프형 치약 입욕제
357,(주)디에스전자,대전광역시 유성구,제조업              ,기타 무선 통신장비 제조업,RF회로  
358,(주)이공감,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,"e-learning 인사정보시스템  사물인터넷, 소방관제 S/W"
359,(주)에그텍,대전광역시 유성구,제조업              ,농업 및 임업용 기계 제조업,계란자동선별기 계란세척기 및 포장시스템 
360,(주)위즈맥(wizmac corp),대전광역시 서구,제조업              ,"물질 검사, 측정 및 분석기구 제조업",전기화학 분석장비 6채널 히터 영상처리보드
361,(주)에이르랩,대전광역시 유성구,제조업              ,화장품 제조업,"기능성 화장품 연구, 제조  "
362,(주)디비사이언스,대전광역시 유성구,제조업              ,화장품 제조업,화장품  
363,대성F&D,대전광역시 동구,제조업              ,"면류, 마카로니 및 유사식품 제조업","쌀면, 냉면, 쫄면  "
364,(주)이제이코리아,대전 유성구,제조업              ,그 외 기타 종이 및 판지 제품 제조업,단열재  
365,(주)이엘,대전광역시 유성구,제조업              ,산업처리공정 제어장비 제조업,가스분석장비 가스분석서비스 
366,(주)엘컴텍,대전광역시 서구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,"방송 제한수신시스템, 광고 서버 디지털 케이블TV 방송설비 가구 및 인테리어 IoT 기기"
367,(주)엘큐바이오,대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,욕창치료제 개발  
368,카신모터스,대전광역시 대덕구,기타                ,자동차 종합 수리업,"자동차 개량, 개조분해 외  "
369,(주)엘리바이저,대전광역시 서구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,시스템 모니터링 및 성능분석 프로그램  
370,(주)엘리스,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,SW교육 플랫폼  
371,(주)엘센,대전광역시 유성구,제조업              ,기타 무선 통신장비 제조업,"IoT 센서 디바이스 및 칩, 홈케어 및 헬스케어 제품등 스마트센서 디바스용 칩 센서노드"
372,인투코어테크놀로지(주),대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,"CO2분해장치, 반도체 제조용 장치  "
373,(주)엔바이온,대전광역시 유성구,제조업              ,기체 여과기 제조업,"바이오필터,RTO,RCO 등  "
374,(주)이앤씨코리아,대전광역시 유성구,기타                ,기타 엔지니어링 서비스업,엔지니어링 컨설팅  
375,(주)동양일렉스,대전광역시 서구,제조업              ,가정용 전기 난방기기 제조업,전기컨벡터 동파이프 온돌히터 전기온풍기
376,(주)에너리트,대전광역시 유성구,제조업              ,"탭, 밸브 및 유사장치 제조업","스트레이너, 스팀트랩  "
377,(주)에네스지,대전광역시 유성구,기타                ,기타 엔지니어링 서비스업,발전설비 성능(안전)시험 발전소 비파괴검사  발전용 유압 엑츄에이터
378,이엔지정보기술(주),대전광역시 대덕구,"정보처리, S/W       ",기타 정보기술 및 컴퓨터운영 관련 서비스업,"GPS S/W개발 GIS,GPS,RS DB구축 및 서비스  4S-Van(공간영상정보수집장치) 등 "
379,(주)레딕스,대전광역시 대덕구,제조업              ,전구 및 램프 제조업,LED조명  
380,(주)엔지니어스톡,대전광역시 유성구,"정보처리, S/W       ",포털 및 기타 인터넷 정보매개 서비스업,산업용 전자장비 수리 플랫폼 서비스  
381,(주)이앤지텍,대전광역시 대덕구,제조업              ,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,반도체용 코팅재료  이차전지소재  PO중합용 메탈로센 등
382,(주)인핸스유,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,면접 훈련 평가시스템  
383,(주)인프리즘,대전광역시 유성구,제조업              ,비메모리용 및 기타 전자집적회로 제조업,무선 및 임베디드 솔루션 RF Analog IC/IP 
384,(주)에코앤시스템,대전광역시 동구,제조업              ,"금속 문, 창, 셔터 및 관련제품 제조업",알루미늄 창호  
385,(주)이앤에스헬스케어,대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,진단시약 등  
386,(주)엔솔바이오사이언스,대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,"P2K(퇴행성디스크치료제) 유전자/단백질/미생물 탐색,발굴 고성능 컴퓨터 시스템"
387,(주)두성프라즈마,대전광역시 동구,제조업              ,절삭가공 및 유사처리업,특장차 부품 산업/공작기계 부품 
388,(주)엔지노믹스,대전광역시 유성구,제조업              ,생물학적 제제 제조업,단백질효소  
389,엔자이텍(주),대전광역시 유성구,제조업              ,의약용 화합물 및 항생물질 제조업,Alpha-GPC 키랄의약품 중간체 
390,(주)대동솔라,대전광역시 동구,제조업              ,전동기 및 발전기 제조업,태양광발전설비제조  
391,씨앤씨에이드(주),대전광역시 유성구,제조업              ,"전자기 측정, 시험 및 분석기구 제조업",전력설비 복합진단 시스템  
392,(주)화인카보텍,대전광역시 대덕구,제조업              ,기체 여과기 제조업,탄소나노튜브필터  
393,이에스씨산업(주),대전광역시 유성구,제조업              ,절삭가공 및 유사처리업,광학기기 부품  
394,이에스지산업(주),대전광역시 대덕구,제조업              ,그 외 기타 콘크리트 제품 및 유사제품 제조업,아스팔트 보강재   
395,(주)이에스지케이,대전광역시 유성구,제조업              ,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",폭발방지용 정전기 제거시스템  
396,이에스엠,대전광역시 대덕구,제조업              ,산업용 냉장 및 냉동 장비 제조업,"히트펌프, 고효율 저온 해동장치  "
397,(주)이에스티,대전광역시 유성구,제조업              ,그 외 기타 분류 안된 화학제품 제조업,"바이오 필터, 촉매 기체여과기 "
398,(주)이에스텍,대전광역시 유성구,제조업              ,기타 전기 변환장치 제조업,무정전 전원장치 ESS(Energy Storage System) 
399,알레시오(주),대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,이미지 응용 소프트웨어  
400,(주)엔텍코아,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,터빈제어프로그램 속도센서 검증 및 분석기 
401,어스테크코리아,대전광역시 서구,제조업              ,그 외 기타 전기장비 제조업,"광역피뢰침, 접지봉  "
402,(주)스킨리더,대전광역시 유성구,제조업              ,화장품 제조업,모델링 컵팩 화산재크리스탈 멀티히딩 
403,(주)유클리드소프트,대전광역시 서구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,소프트웨어 자문개발공급   
404,(주)유니스소프트,대전광역시 서구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,전력설비 모니터링 소프트웨어 정보보안용 소프트웨어 웹 서비스 구축
405,디엔이(주),대전광역시 유성구,제조업              ,전동기 및 발전기 제조업,태양광/ESS 연계 발전기  
406,(주)에브릿,대전광역시 대덕구,제조업              ,그 외 기타 식료품 제조업,"족발, 육개장, 명태조림, 소스류 프랜차이즈사업 "
407,(주)유니플라텍,대전광역시 대덕구,제조업              ,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",발열필름(필름히터) 플라즈마 경질 표면처리가공  
408,(주)엑센,대전광역시 유성구,제조업              ,그 외 기타 전자부품 제조업,이산화탄소 센서  
409,아이닉스,대전광역시 대덕구,제조업              ,광학렌즈 및 광학요소 제조업,"안경렌즈 착색, 코팅 안경렌즈 코팅 장비 "
410,(주)엘테크,대전광역시 유성구,제조업              ,그 외 기타 전자부품 제조업,과학기기  
411,(주)일신고압기술,대전광역시 대덕구,제조업              ,그 외 기타 특수목적용 기계 제조업,정밀 기계부품  
412,페어립,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,AI 피드백기반VR영어학습S/W  
413,(주)팜팜랩스,대전광역시 유성구,제조업              ,그 외 기타 전자부품 제조업,모듈형 스마트팜 시스템  
414,(주)팻캣,대전광역시 유성구,도소매업            ,전자상거래 소매 중개업,플랫폼 통한 콘텐츠 판매  
415,(주)에프비지코리아,대전광역시 유성구,제조업              ,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",광섬유센서 광섬유부품 
416,(주)에프씨아이,대전광역시 유성구,제조업              ,축전지 제조업,고체산화물 연료전지  
417,(주)에프씨피,대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,"반응기, 열교환기  "
418,(주)에프씨유,대전광역시 유성구,제조업              ,전기식 진단 및 요법 기기 제조업,의료용 초음파 탐촉자  
419,(주)에프디크리에이트,대전광역시 유성구,제조업              ,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업","교육용 기자재, 교육 및 산업용 시스템  "
420,(주)페코쉽,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,"시스템,응용소프트웨어  "
421,(주)페라메드 (Ferramed Inc.),대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,세포분리장치  
422,(주)누에보컴퍼니,대전광역시 유성구,제조업              ,자동차용 신품 조향장치 및 현가 장치 제조업,특수목적 자동차 변경 제작 차량용 방향제 
423,(주)파이버폭스,대전광역시 유성구,제조업              ,전기회로 접속장치 제조업,광섬유 융찹 접속기 Spice on connector(SOC) 
424,(주)파이버링크,대전광역시 대덕구,제조업              ,유선 통신장비 제조업,광선로 모니터링 장치  
425,(주)파이버피아,대전광역시 유성구,제조업              ,유선 통신장비 제조업,"광선로 감시장치 광파워미터, 광원 사선검출기"
426,(주)파이버프로,대전광역시 유성구,제조업              ,유선 통신장비 제조업,"PS,PDL METER,MBA  "
427,"(주)피두스젠 (fidusGEN Co.,Ltd.)",대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,신뢰성 테스트 소프트웨어  
428,(주)필터테크,대전광역시 대덕구,제조업              ,액체 여과기 제조업,해수 담수화장치  
429,보문(주),대전광역시 유성구,제조업              ,배전반 및 전기 자동제어반 제조업,수배전반  
430,피오닉스,대전광역시 유성구,기타                ,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","실리콘광학벤치, 광검출기  "
431,퍼스트펭귄(주),대전 동구,제조업              ,그 외 기타 분류 안된 금속 가공 제품 제조업,휴대폰 거치대  
432,(주)퍼스트알앤디,대전광역시 서구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,보안소프트웨어 다국어 문서 퍼블리싱 시스템 
433,(주)램파트,대전광역시 대덕구,제조업              ,그 외 기타 분류 안된 금속 가공 제품 제조업,"방사선차폐용 차단문, 콘크리트 블록  "
434,(주)에프아이시스,대전광역시 유성구,제조업              ,유선 통신장비 제조업,"데이터 분석카드 및 플랫폼, 시험장비 기술용역 "
435,(주)제노포커스,대전광역시 유성구,제조업              ,생물학적 제제 제조업,산업용 효소 미생물 발효제품 
436,(주)성산기업,대전광역시 대덕구,"건설, 운수          ","미장, 타일 및 방수 공사업","건물 외장재 코팅, 방수  "
437,(주)포스시스템,대전광역시 유성구,제조업              ,"유인 항공기, 항공우주선 및 보조장치 제조업","항공기 제어패널, 입출력장치 장비간 연결 케이블 "
438,프렌즈카운티,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,"피부 통합 진단,관리시스템 개발  "
439,(주)퓨전바이오텍,대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,의약품 후보물질  
440,(주)휴텍스,대전광역시 대덕구,제조업              ,"물질 검사, 측정 및 분석기구 제조업",액체 크로마토크래피시스템(HPLC)  
441,퓨쳐이엔지(주),대전광역시 유성구,제조업              ,"탭, 밸브 및 유사장치 제조업",유전자분석기기 디스플레이 검사장비 유체 밸브
442,지원 엔지니어링,대전광역시 서구,제조업              ,그 외 기타 특수목적용 기계 제조업,배관세정 투입장치 外  
443,(주)지투지바이오,대전광역시 유성구,제조업              ,완제 의약품 제조업,약효지속성 의약품   
444,(주)지투인터렉티브,대전광역시 서구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,개발용 플랫폼 소프트웨어 개발  
445,가치솔루션,대전광역시 서구,"정보처리, S/W       ",그 외 기타 정보 서비스업,DB구축 및 정보제공서비스 용역  
446,(주)개마텍,대전광역시 유성구,제조업              ,그 외 기타 분류 안된 화학제품 제조업,고기능성 코팅도료 외  
447,"(주)까뮤 (Gamyu Co., Ltd.)",대전광역시 대덕구,제조업              ,속옷 및 잠옷 제조업,남성용 기능성 속옷  
448,(주)삼보,대전광역시 동구,제조업              ,그 외 기타 특수목적용 기계 제조업,"자동화기계 제작, 기계부품 가공  "
449,가온플랫폼(주),대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,영상분석시스템 모니터링 플랫폼 
450,(주)중앙메디칼,대전광역시 중구,제조업              ,의료용품 및 기타 의약 관련제품 제조업,foot flow  
451,(주)진켐,대전광역시 유성구,제조업              ,의약용 화합물 및 항생물질 제조업,각종의약용기초물질개발 시알릴락토오스 
452,제니텔정보통신(주),대전광역시 유성구,제조업              ,방송장비 제조업,통신용 임베디드시스템 PMC/CompactPCI/ATCA보드  마스크레스 노광기용 고속통신보드 등
453,(주)지노믹트리,대전광역시 유성구,기타                ,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",암(대장암등)분자진단제품 및 서비스  
454,(주)제노텍,대전광역시 유성구,제조업              ,생물학적 제제 제조업,합성유전자(Oligonucleotide) 염기서열분석(Sequencing) 원료의약품
455,(주)가스로드,대전광역시 유성구,제조업              ,"증류기, 열교환기 및 가스발생기 제조업",연소공정 제어용 시험장비 CNG 및 수소가스 충전설비 
456,에디웍스(주),대전광역시 유성구,제조업              ,"전자기 측정, 시험 및 분석기구 제조업",비파괴 검사장치(ECT)  
457,(주)지씨아이,대전광역시 유성구,제조업              ,그 외 기타 전기장비 제조업,휴대용 광 계측기  
458,(주)에스알정보기술,대전 유성구,기타                ,건물 및 토목 엔지니어링 서비스업,지중 매설도 등 수치지도제작 준공도서 제작 
459,(주)지디엘시스템,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,국방 S/W 개발  
460,(주)제너로스,대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,뇌질환 치료제  
461,(주)진시스템,대전광역시 유성구,제조업              ,"물질 검사, 측정 및 분석기구 제조업","초고속 PCR 시스템 시약분주기, 세포배양용 장비 "
462,(주)제넷바이오,대전광역시 유성구,제조업              ,생물학적 제제 제조업,유전자증폭시약 유전자추출시약 진단시약
463,(주)제니컴,대전광역시 유성구,제조업              ,발광 다이오드 제조업,자외선 센서 칩 국제행사 및 전시용역 
464,제노바이오,대전광역시 대덕구,제조업              ,단미 사료 및 기타 사료 제조업,"사료첨가제,   "
465,(주)지에프테크놀로지,대전광역시 유성구,제조업              ,낚시 및 수렵용구 제조업,사격장비  
466,우리엘리베이터(주),대전광역시 대덕구,제조업              ,승강기 제조업,"승강기 제조, 유지보수  "
467,지에이치바이오(주),대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,맞춤형 유전자변형 실험동물  
468,(주)길인터내셔널,대전광역시 서구,제조업              ,그 외 기타 전자부품 제조업,보안카메라외  
469,(주)길온,대전광역시 유성구,연구개발서비스      ,기타 공학 연구개발업,웨어러블 디바이스  
470,(주)지엘켐,대전광역시 대덕구,제조업              ,합성수지 및 기타 플라스틱 물질 제조업,CMC(carboxymethyl cellulose) 소포제 
471,(주)지엔피시스템,대전광역시 유성구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,원자력발전소 시뮬레이터  
472,글로벌스퀘어(주),대전광역시 유성구,기타                ,기타 교육지원 서비스업,교육서비스  
473,"(주)글로벌아토(Global ATTO Co.,Ltd.)",대전광역시 동구,제조업              ,그 외 기타 분류 안된 금속 가공 제품 제조업,"상패,트로피   "
474,(주)글루버(GLOOVIR Inc.),대전광역시 유성구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,"SW, 영상플랫폼, VDI 서비스, 용역  "
475,(주)글로랑,대전광역시 서구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,유학 플랫폼  
476,지앨에스(주),대전광역시 유성구,제조업              ,기타 무선 통신장비 제조업,RF 반도체 소자  
477,(주)지엘테크,대전광역시 유성구,제조업              ,기타 가공 공작기계 제조업,"반도체,LCD공정의 측정장비  "
478,(주)지오매틱스,대전광역시 서구,기타                ,지도 제작업,지하 매설물 지도  
479,(주)지아이젠,대전광역시 서구,제조업              ,건강기능식품 제조업,"건강기능식품(질경이환, 더클레유) 전통한방차 "
480,(주)지앤시바이오,대전광역시 유성구,연구개발서비스      ,"물리, 화학 및 생물학 연구개발업","고효율 Sequencing, 고품질 Library 분자생물학관련 키트및시약 해양측정장비,PCR"
481,지앤엘(주),대전광역시 유성구,제조업              ,"물질 검사, 측정 및 분석기구 제조업",미량가스분석시스템 제작/컨설팅 수분제거/소음제거장치 등 제조/컨설팅 유무기분석장비 도소매
482,지엔소프트(주),대전광역시 서구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,소프트웨어  
483,(주)황금에너지,대전광역시 중구,제조업              ,전동기 및 발전기 제조업,태양광발전용 가변형 구조물  
484,(주)굿텍,대전광역시 서구,제조업              ,"전기회로 개폐, 보호장치 제조업",스마트가드플러그  
485,조은나무,대전광역시 동구,제조업              ,기타 목재가구 제조업,DIY원목소품  
486,(주)구스텍,대전광역시 대덕구,제조업              ,재생섬유 제조업,PET섬유 모노필라멘트 
487,지옵틱스,대전광역시 유성구,제조업              ,광섬유 케이블 제조업,"MPO 광커넥터, 광접속함체, 광패치코드  "
488,지엠기공(주),대전광역시 유성구,제조업              ,그 외 기타 일반목적용 기계 제조업,산업용기계  
489,아이티에스(ITS),대전광역시 유성구,제조업              ,반도체 제조용 기계 제조업,반도체 코팅장비 탄소섬유 복합소재 
490,(주)봉황천종삼중앙연구소,대전광역시 동구,제조업              ,화장품 제조업,화장품 원료  
491,아이투엠(주),대전광역시 유성구,제조업              ,표면처리 및 적층 직물 제조업,자연가습기 조명 
492,(주)그리닉스,대전광역시 유성구,제조업              ,그 외 기타 분류 안된 화학제품 제조업,부동액 첨가제 온실가스저감제 
493,(주)에이치쓰리시스템,대전광역시 유성구,제조업              ,기타 무선 통신장비 제조업,3G Gateway(H3G-850)  맥박측정기(HRM-3200) U-Healthcare 시스템 
494,(주)글로벌시스템스,대전광역시 유성구,제조업              ,방송장비 제조업,영상감시장비 체계통합 지능형시스템 S/W 
495,(주)지솔루션,대전광역시 유성구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,인공위성 지상체계 소프트웨어  
496,(주)지티사이언,대전광역시 유성구,제조업              ,금속 가구 제조업,"유해가스 정화장치, 시약장  "
497,(주)구버넷,대전 유성구,제조업              ,유선 통신장비 제조업,차세대 네트워크 접속장치  
498,아레즈(주),대전광역시 유성구,제조업              ,완제 의약품 제조업,희귀인삼사포닌 함유 의약품 흑삼 희귀인삼사포닌 함유 기능성 식품
499,(주)에이치투,대전광역시 유성구,제조업              ,축전지 제조업,에너지저장장치  
500,(주)현오토,대전광역시 유성구,제조업              ,그 외 자동차용 신품 부품 제조업,"자동차부품, 머플러  "
501,(주)하들소프트,대전광역시 유성구,"정보처리, S/W",모바일 게임 소프트웨어 개발 및 공급업,모바일게임 소프트웨어  
502,독립바이오가드(주),대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,바이오센서  
503,(주)하나씨엔에스,대전광역시 유성구,제조업              ,플라스틱 필름 제조업,윈도우 필름  
504,(주)한켐,대전광역시 유성구,제조업              ,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,의약품 및 전자재료 화합물 화합물 기술용역 
505,대전광역시동네빵집(협동조합),대전광역시 대덕구,제조업              ,빵류 제조업,빵  
506,(주)한빛레이저,대전광역시 유성구,제조업              ,기타 광학기기 제조업,레이저 기기 및 응용시스템 레이저 발생장치 
507,(주)한빛라이팅,대전광역시 대덕구,제조업              ,일반용 전기 조명장치 제조업,"LED가로등, 태양광가로등, 전구등  가로등주, 등기구, LED Bar,  "
508,(주)한독크린텍,대전광역시 유성구,제조업              ,액체 여과기 제조업,"정수기필터(카본블럭필터, PE필터,복합필터外)  "
509,(주)한기술,대전광역시 서구,"정보처리, S/W       ",컴퓨터시스템 통합 자문 및 구축 서비스업,네트워크/보안시스템 솔루션 구축 S/W 개발 
510,한미타올(주),대전광역시 대덕구,제조업              ,특수 직물 및 기타 직물 직조업,면타올  
511,(주)한나노텍,대전광역시 대덕구,제조업              ,혼성 및 재생 플라스틱 소재 물질 제조업,난연보조제 내열성 수지 소광재
512,(주)젊은한옥,대전광역시 서구,기타                ,건물 및 토목 엔지니어링 서비스업,"건축물 설계, 이동식 전통한옥  "
513,(주)한스메카,대전광역시 대덕구,제조업              ,농업 및 임업용 기계 제조업,농기계용 미션 등  
514,(주)더나인칼라,대전광역시 유성구,제조업              ,일반용 도료 및 관련제품 제조업,옻칠도료  
515,(주)하늘소프트,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,HEVC 동영상코덱분석 S/W  
516,(주)한빛엠디,대전광역시 서구,제조업              ,그 외 기타 의료용 기기 제조업,수액주입속도측정 및 조절기 건강스케쥴러 스마트폰 어플리케이션 조절기가 부착된 수액셋트
517,(주)하이시큐어,대전광역시 서구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,전산업무 파악시스템  
518,(주)하얀마인드 (HayanMind Inc.),대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,어학 학습용 모바일앱  
519,(주)백상,대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,기계설비공사업 외  
520,(주)에이치비씨,대전광역시 유성구,기타                ,건물 및 토목 엔지니어링 서비스업,지반탐사 건설용역 수행 
521,한국메카,대전광역시 유성구,제조업              ,절삭가공 및 유사처리업,정밀지그  포밍롤 정밀금형 및 기계부품 
522,(주)하이젠,대전광역시 유성구,제조업              ,그 외 기타 특수목적용 기계 제조업,"촉매평가장치, 연료전지평가시스템 외  "
523,(주)에이치앤비트,대전광역시 동구,"정보처리, S/W       ",컴퓨터 프로그래밍 서비스업,임베디드 보안솔루션 개발  
524,(주)티에스,대전광역시 대덕구,제조업              ,기타 전기 변환장치 제조업,UPS(무정전전원장치) AVR(자동전압조정기) 주파수 변압기
525,(주)헬스바이옴,대전광역시 유성구,연구개발서비스      ,의학 및 약학 연구개발업,난치질환 치료제  
526,(주)헤브론코리아,대전광역시 유성구,기타                ,기타 인쇄물 출판업,어린이집/ 유치원 생활앨범  
527,(주)케바드론,대전광역시 유성구,제조업              ,"유인 항공기, 항공우주선 및 보조장치 제조업",무인항공기  
528,(주)나노헬릭스,대전광역시 유성구,제조업              ,생물학적 제제 제조업,핵산 증폭용 효소/핵산 추출 키트  
529,(주)대덕넷,대전광역시 유성구,"정보처리, S/W       ",포털 및 기타 인터넷 정보매개 서비스업,인터넷신문 교육기획 및 진행 서비스 설문조사등 용역 서비스
530,(주)헬로우미스터리(Hellomisterlee),대전광역시 서구,제조업              ,일반용 전기 조명장치 제조업,조명장치  
531,(주)한미하이텍,대전광역시 대덕구,제조업              ,"천막, 텐트 및 유사 제품 제조업","어닝, 에어커튼, 파라솔  "
532,(주)하이플럭스,대전광역시 대덕구,제조업              ,유압기기 제조업,"유압기기, 밸브  "
533,(주)셀바스헬스케어,대전광역시 유성구,제조업              ,그 외 기타 의료용 기기 제조업,체성분분석기 점자정보단말기 혈압계
534,(주)힉스,대전광역시 유성구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,치과용 3D S/W 유아용 코딩교육교구 
535,(주)한국엔텍,대전광역시 대덕구,제조업              ,기타 가공 공작기계 제조업,멸균기 반도체용 장비 
536,(주)에이치케이지노믹스,대전광역시 유성구,제조업              ,의료용품 및 기타 의약 관련제품 제조업,효소 단백질 시약  
537,한미스위스광학(주),대전광역시 중구,제조업              ,광학렌즈 및 광학요소 제조업,안경렌즈  
538,엔플러스코리아,대전광역시 유성구,제조업              ,그 외 기타 전자부품 제조업,"커넥터 , PV Junction Box  "
539,(주)휴미스트,대전광역시 유성구,제조업              ,그 외 기타 분류 안된 화학제품 제조업,유기금속화합물  
540,(주)에이치앤디건설,대전광역시 서구,"건설, 운수          ","교량, 터널 및 철도 건설업",강구조물 공사 철근콘크리트 공사 
541,(주)오픈엠,대전광역시 유성구,제조업              ,정형외과용 및 신체보정용 기기 제조업,정형외과용 부목 채수시스템 
542,(주)에이치앤티,대전광역시 유성구,제조업              ,기타 전기 변환장치 제조업,"밴드히터 콘트롤 판넬 와이어 하네스, 산업용 케이블"
543,(주)룩시드랩스,대전광역시 유성구,제조업              ,그 외 기타 전자부품 제조업,VR기기 및 감정분석 솔루션 생체인식 하드웨어 
544,(주)펄핏,대전광역시 유성구,"정보처리, S/W",응용 소프트웨어 개발 및 공급업,소프트웨어 개발  
545,(주)홍커뮤니케이션즈,대전광역시 유성구,기타                ,잡지 및 정기간행물 발행업,"정기간행물, 사보  "
546,(주)트리스메드,대전광역시 유성구,제조업              ,전기식 진단 및 요법 기기 제조업,심전도계  
547,(주)하우빌드,대전광역시 유성구,기타                ,건축설계 및 관련 서비스업,건축관리서비스 기성공사비 정산 서비스 
548,에이치앤피엔지니어링(주),대전광역시 유성구,제조업              ,유압기기 제조업,유공압기기 부품 시험장비 
549,에이치피코리아 (주),대전광역시 대덕구,제조업              ,구조용 금속 판제품 및 공작물 제조업,"샌드위치판넬, 스티로폼  "
550,(주)지엠건모,대전광역시 유성구,제조업              ,화장품 제조업,샴푸 토닉 
551,(주)화성정보기술,대전광역시 동구,"정보처리, S/W",시스템 소프트웨어 개발 및 공급업,모방일뱅크 기상장비 CCTV
552,"(주)이트라이언(eTRION Co., Ltd)",대전광역시 유성구,제조업              ,축전지 제조업,배터리팩  
553,(주)프리마인 (PRIMINE),대전 유성구,도소매업            ,전자상거래 소매 중개업,건강기능식품 등 전자상거래  
