제조업체명,사료종류,성분등록번호,사료명,사료성분명,사료성분량,데이터기준일자
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0003,육포,조지방,5.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0003,육포,조단백질,28% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0003,육포,수분,55% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0003,육포,조회분,14.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0004,육포,조지방,9.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0004,육포,조단백질,26.6% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0004,육포,수분,16.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0004,육포,조회분,52.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0005,육포,조지방,8.4% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0005,육포,조단백질,47.9% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0005,육포,수분,38.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0005,육포,조회분,0.94% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0006,육포,조지방,6.7% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0006,육포,조단백질,45.2% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0006,육포,수분,41.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0006,육포,조회분,3.2% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0007,육포,조지방,5.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0007,육포,조단백질,50.4% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0007,육포,수분,33% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0007,육포,조회분,5.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0008,육포,조지방,1.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0008,육포,조단백질,54.2% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0008,육포,수분,32.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0008,육포,조회분,4.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0009,육포,조지방,5.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0009,육포,조단백질,29.6% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0009,육포,수분,42.4% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6FX0009,육포,조회분,27.4% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10001,사슴고기육포,조지방,8.5% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10001,사슴고기육포,조단백질,61% 이상,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10001,사슴고기육포,수분,11% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10001,사슴고기육포,조회분,5.8% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10002,말고기육포,조지방,9% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10002,말고기육포,조단백질,59% 이상,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10002,말고기육포,수분,12% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10002,말고기육포,조회분,5% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10003,오골계육포,조지방,27% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10003,오골계육포,조단백질,43% 이상,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10003,오골계육포,수분,20% 이하,2019-11-25
잼,단미사료 (동물성-단백질류),PP6G10003,오골계육포,조회분,10% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20001,혼합성단미사료,조지방,25.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20001,혼합성단미사료,조단백질,3.3% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20001,혼합성단미사료,수분,41.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20001,혼합성단미사료,조섬유,4.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20001,혼합성단미사료,조회분,3.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20002,혼합성단미사료,조지방,2% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20002,혼합성단미사료,조단백질,18.1% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20002,혼합성단미사료,수분,88.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20002,혼합성단미사료,조섬유,0.15% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20002,혼합성단미사료,조회분,1.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20003,혼합성단미사료,조지방,2.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20003,혼합성단미사료,조단백질,20.6% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20003,혼합성단미사료,수분,84.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20003,혼합성단미사료,조섬유,0.46% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20003,혼합성단미사료,조회분,1.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20004,혼합성단미사료,조지방,0.7% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20004,혼합성단미사료,조단백질,19.4% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20004,혼합성단미사료,수분,86.7% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20004,혼합성단미사료,조섬유,0.25% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20004,혼합성단미사료,조회분,1.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20005,혼합성단미사료,조지방,0.66% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20005,혼합성단미사료,조단백질,14.3% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20005,혼합성단미사료,수분,96.2% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20005,혼합성단미사료,조섬유,0.25% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20005,혼합성단미사료,조회분,1.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20006,육포,조지방,7% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20006,육포,조단백질,36.5% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20006,육포,수분,36.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20006,육포,조회분,4.4% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20007,육포,조지방,19.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20007,육포,조단백질,23.3% 이상,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20007,육포,수분,40.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (동물성-단백질류),PP6G20007,육포,조회분,24.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20008,혼합성단미사료,조단백질,9.9% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20008,혼합성단미사료,수분,25.2% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20008,혼합성단미사료,조섬유,9.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20008,혼합성단미사료,조회분,10.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20009,혼합성단미사료,조지방,17.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20009,혼합성단미사료,조단백질,10.1% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20009,혼합성단미사료,수분,63.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20009,혼합성단미사료,조회분,3.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20010,혼합성단미사료,조지방,5.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20010,혼합성단미사료,조단백질,8.3% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20010,혼합성단미사료,수분,71.7% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20010,혼합성단미사료,조섬유,0.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20010,혼합성단미사료,조회분,3.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20011,혼합성단미사료,조지방,10.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20011,혼합성단미사료,조단백질,7.6% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20011,혼합성단미사료,수분,71.5% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20011,혼합성단미사료,조섬유,1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20011,혼합성단미사료,조회분,3.3% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20012,혼합성단미사료,조지방,0.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20012,혼합성단미사료,조단백질,7.8% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20012,혼합성단미사료,수분,104% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20012,혼합성단미사료,조섬유,0.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20012,혼합성단미사료,조회분,0.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20013,혼합성단미사료,조지방,0.07% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20013,혼합성단미사료,조단백질,3.8% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20013,혼합성단미사료,수분,106% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20013,혼합성단미사료,조섬유,0.9% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20013,혼합성단미사료,조회분,1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20014,혼합성단미사료,조지방,1.1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20014,혼합성단미사료,조단백질,5% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20014,혼합성단미사료,수분,102% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20014,혼합성단미사료,조섬유,0.7% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20014,혼합성단미사료,조회분,1% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20015,혼합성단미사료,조지방,1.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20015,혼합성단미사료,조단백질,18% 이상,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20015,혼합성단미사료,수분,87.8% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20015,혼합성단미사료,조섬유,0.6% 이하,2019-11-25
제주댕댕스푼,단미사료 (혼합성-혼합제),PP6G20015,혼합성단미사료,조회분,2.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50001,혼합성단미사료,조지방,2.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50001,혼합성단미사료,조단백질,48.4% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50001,혼합성단미사료,수분,37.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50001,혼합성단미사료,조회분,6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50002,혼합성단미사료,조지방,27.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50002,혼합성단미사료,조단백질,35.3% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50002,혼합성단미사료,수분,21.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50002,혼합성단미사료,조회분,15.8% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50003,혼합성단미사료,조지방,10% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50003,혼합성단미사료,조단백질,54.8% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50003,혼합성단미사료,수분,22.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50003,혼합성단미사료,조회분,5.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50004,혼합성단미사료,조지방,2.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50004,혼합성단미사료,조단백질,61.3% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50004,혼합성단미사료,수분,18% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50004,혼합성단미사료,조회분,5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50005,혼합성단미사료,조지방,8% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50005,혼합성단미사료,조단백질,48.9% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50005,혼합성단미사료,수분,30.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50005,혼합성단미사료,조섬유,1.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50005,혼합성단미사료,조회분,4.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50006,혼합성단미사료,조지방,5.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50006,혼합성단미사료,조단백질,39.3% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50006,혼합성단미사료,수분,38.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50006,혼합성단미사료,조섬유,0.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50006,혼합성단미사료,조회분,4.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50007,혼합성단미사료,조지방,19.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50007,혼합성단미사료,조단백질,56.3% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50007,혼합성단미사료,수분,15% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50007,혼합성단미사료,조회분,0.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50008,혼합성단미사료,조지방,17.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50008,혼합성단미사료,조단백질,57.4% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50008,혼합성단미사료,수분,12.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50008,혼합성단미사료,조회분,4.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50009,혼합성단미사료,조지방,2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50009,혼합성단미사료,조단백질,65.5% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50009,혼합성단미사료,수분,13.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50009,혼합성단미사료,조회분,6.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50010,혼합성단미사료,조지방,9.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50010,혼합성단미사료,조단백질,59.4% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50010,혼합성단미사료,수분,6.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50010,혼합성단미사료,조회분,13.8% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50011,혼합성단미사료,조지방,6.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50011,혼합성단미사료,조단백질,33.7% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50011,혼합성단미사료,수분,49.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50011,혼합성단미사료,조섬유,1.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50011,혼합성단미사료,조회분,2.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50012,혼합성단미사료,조지방,0.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50012,혼합성단미사료,조단백질,22.7% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50012,혼합성단미사료,수분,67.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50012,혼합성단미사료,조섬유,0.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50012,혼합성단미사료,조회분,2.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50013,혼합성단미사료,조지방,5.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50013,혼합성단미사료,조단백질,32% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50013,혼합성단미사료,수분,61.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50013,혼합성단미사료,조섬유,0.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50013,혼합성단미사료,조회분,3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50014,혼합성단미사료,조지방,8.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50014,혼합성단미사료,조단백질,20.9% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50014,혼합성단미사료,수분,54.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50014,혼합성단미사료,조섬유,1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50014,혼합성단미사료,조회분,3.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50015,혼합성단미사료,조지방,5.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50015,혼합성단미사료,조단백질,5.7% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50015,혼합성단미사료,수분,73.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50015,혼합성단미사료,조회분,2.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50016,혼합성단미사료,조지방,6.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50016,혼합성단미사료,조단백질,16.2% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50016,혼합성단미사료,수분,52.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50016,혼합성단미사료,조섬유,0.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50016,혼합성단미사료,조회분,3.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50017,혼합성단미사료,조지방,4.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50017,혼합성단미사료,조단백질,11.9% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50017,혼합성단미사료,수분,50.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50017,혼합성단미사료,조섬유,0.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50017,혼합성단미사료,조회분,4.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50018,혼합성단미사료,조지방,7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50018,혼합성단미사료,조단백질,19.5% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50018,혼합성단미사료,수분,46.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50018,혼합성단미사료,조섬유,0.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50018,혼합성단미사료,조회분,4.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50019,혼합성단미사료,조지방,14.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50019,혼합성단미사료,조단백질,18.4% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50019,혼합성단미사료,수분,54% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50019,혼합성단미사료,조섬유,1.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50019,혼합성단미사료,조회분,2.5% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50020,혼합성단미사료,조지방,10.4% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50020,혼합성단미사료,조단백질,16.4% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50020,혼합성단미사료,수분,43.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50020,혼합성단미사료,조회분,4.3% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50021,혼합성단미사료,조지방,10.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50021,혼합성단미사료,조단백질,11.8% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50021,혼합성단미사료,수분,49.2% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50021,혼합성단미사료,조섬유,0.9% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50021,혼합성단미사료,조회분,5.1% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50022,혼합성단미사료,조지방,5.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50022,혼합성단미사료,조단백질,17.6% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50022,혼합성단미사료,수분,45.7% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50022,혼합성단미사료,조회분,4.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50023,혼합성단미사료,조지방,9.8% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50023,혼합성단미사료,조단백질,58.7% 이상,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50023,혼합성단미사료,수분,16.6% 이하,2019-11-25
주식회사 제주펫,단미사료 (혼합성-혼합제),PP6G50023,혼합성단미사료,조회분,5.2% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,인,0.16% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,칼슘,0.18% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,조지방,2.7% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,조단백질,14.3% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,수분,92.2% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,조섬유,2.02% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60001,혼합성단미사료혼합성단미사료,조회분,1.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,인,0.16% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,칼슘,0.21% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,조지방,4.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,조단백질,18.1% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,수분,85.4% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,조섬유,0.3% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60002,혼합성단미사료혼합성단미사료,조회분,1.5% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,인,0.18% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,칼슘,0.2% 이상,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,조지방,1.69% 이하,2019-11-25
바비쥬 PETFOOD,단미사료 (혼합성-혼합제),PP6G60003,혼합성단미사료혼합성단미사료,조단백질,17.7% 이상,2019-11-25
